# BLAT 36 [2009/02/26]
# Query: HLA-A
# Database: 1_homologies/genome_contigs.fasta
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
HLA-A	chr6	95.45	22	1	0	5161	5182	29897926	29897947	1.5e-02	38.0
HLA-A	chr6	100.00	16	0	0	4918	4933	29726125	29726140	1.1e+00	31.0
HLA-A	chr6	100.00	13	0	0	4596	4608	29802011	29802023	4.8e+01	26.0
HLA-A	chr6_GL000250v2_alt	98.88	6633	63	4	1	6625	1198003	1204632	0.0e+00	12745.0
HLA-A	chr6_GL000250v2_alt	98.27	1676	29	0	1748	3423	1199754	1201429	0.0e+00	3225.0
HLA-A	chr6_GL000250v2_alt	99.35	1390	9	0	355	1744	1198364	1199753	0.0e+00	2666.0
HLA-A	chr6_GL000250v2_alt	93.20	647	44	0	570	1216	1145770	1146416	0.0e+00	1118.0
HLA-A	chr6_GL000250v2_alt	92.87	589	42	0	4429	5017	1149624	1150212	1.2e-299	1024.0
HLA-A	chr6_GL000250v2_alt	91.68	481	40	0	2943	3423	1148134	1148614	1.1e-237	819.0
HLA-A	chr6_GL000250v2_alt	88.84	493	55	0	2301	2793	1264312	1264804	3.9e-227	784.0
HLA-A	chr6_GL000250v2_alt	94.21	432	25	0	3995	4426	1149192	1149623	1.1e-224	775.0
HLA-A	chr6_GL000250v2_alt	84.70	536	82	0	2888	3423	1264906	1265441	1.3e-220	762.0
HLA-A	chr6_GL000250v2_alt	92.19	448	35	0	5460	5907	1150647	1151094	2.5e-213	738.0
HLA-A	chr6_GL000250v2_alt	92.44	410	31	0	3801	4210	1094968	1095377	4.3e-206	714.0
HLA-A	chr6_GL000250v2_alt	89.52	439	46	0	4612	5050	1095802	1096240	5.0e-205	710.0
HLA-A	chr6_GL000250v2_alt	90.65	417	39	0	4612	5028	1266666	1267082	4.8e-199	690.0
HLA-A	chr6_GL000250v2_alt	88.30	436	51	0	781	1216	1091960	1092395	3.7e-197	684.0
HLA-A	chr6_GL000250v2_alt	93.62	345	22	0	5524	5868	1267578	1267922	4.3e-170	594.0
HLA-A	chr6_GL000250v2_alt	94.24	295	17	0	5927	6221	1151115	1151409	1.1e-145	513.0
HLA-A	chr6_GL000250v2_alt	85.36	321	47	0	3826	4146	1066847	1067167	1.6e-138	489.0
HLA-A	chr6_GL000250v2_alt	90.91	275	25	0	6289	6563	1151492	1151766	8.6e-128	454.0
HLA-A	chr6_GL000250v2_alt	93.05	187	13	0	1	187	1145174	1145360	2.8e-89	326.0
HLA-A	chr6_GL000250v2_alt	91.11	135	12	0	66	200	1495521	1495387	8.2e-60	228.0
HLA-A	chr6_GL000250v2_alt	95.00	120	6	0	66	185	4046343	4046224	1.5e-57	220.0
HLA-A	chr6_GL000250v2_alt	91.34	127	11	0	70	196	882582	882708	8.1e-57	218.0
HLA-A	chr6_GL000250v2_alt	92.00	125	10	0	66	190	916593	916717	1.0e-56	218.0
HLA-A	chr6_GL000250v2_alt	90.32	124	12	0	64	187	2008186	2008063	1.2e-54	211.0
HLA-A	chr6_GL000250v2_alt	91.74	121	10	0	65	185	2342924	2342804	5.1e-54	209.0
HLA-A	chr6_GL000250v2_alt	91.74	121	10	0	65	185	4111741	4111621	5.1e-54	209.0
HLA-A	chr6_GL000250v2_alt	91.67	120	10	0	66	185	3166877	3166758	7.3e-54	208.0
HLA-A	chr6_GL000250v2_alt	93.22	118	8	0	66	183	553017	552900	8.9e-54	208.0
HLA-A	chr6_GL000250v2_alt	89.15	129	12	1	59	185	3090064	3089936	2.0e-53	207.0
HLA-A	chr6_GL000250v2_alt	91.67	120	10	0	66	185	1122137	1122256	2.7e-53	206.0
HLA-A	chr6_GL000250v2_alt	90.83	120	11	0	70	189	2934150	2934031	8.9e-53	204.0
HLA-A	chr6_GL000250v2_alt	89.60	125	13	0	66	190	192993	192869	1.1e-52	204.0
HLA-A	chr6_GL000250v2_alt	87.41	135	17	0	66	200	3701923	3701789	1.3e-52	204.0
HLA-A	chr6_GL000250v2_alt	90.83	120	11	0	66	185	2814550	2814431	1.5e-52	204.0
HLA-A	chr6_GL000250v2_alt	90.83	120	11	0	66	185	844854	844973	2.4e-52	203.0
HLA-A	chr6_GL000250v2_alt	89.26	121	13	0	68	188	161705	161585	6.1e-52	202.0
HLA-A	chr6_GL000250v2_alt	89.17	120	13	0	66	185	3137676	3137557	7.2e-51	198.0
HLA-A	chr6_GL000250v2_alt	89.17	120	13	0	66	185	937711	937830	1.8e-50	197.0
HLA-A	chr6_GL000250v2_alt	88.33	120	14	0	66	185	694139	694258	4.1e-50	196.0
HLA-A	chr6_GL000250v2_alt	89.17	120	13	0	66	185	918232	918351	5.2e-50	195.0
HLA-A	chr6_GL000250v2_alt	88.24	119	14	0	65	183	861414	861532	1.2e-49	194.0
HLA-A	chr6_GL000250v2_alt	87.50	120	15	0	64	183	959890	959771	2.0e-49	193.0
HLA-A	chr6_GL000250v2_alt	90.27	113	11	0	66	178	914170	914282	1.7e-48	190.0
HLA-A	chr6_GL000250v2_alt	87.83	115	14	0	71	185	856690	856804	1.6e-46	184.0
HLA-A	chr6_GL000250v2_alt	90.00	110	11	0	76	185	1124517	1124626	2.3e-46	183.0
HLA-A	chr6_GL000250v2_alt	90.74	108	10	0	66	173	810989	811096	8.3e-46	181.0
HLA-A	chr6_GL000250v2_alt	86.29	124	17	0	77	200	20254	20131	1.9e-45	180.0
HLA-A	chr6_GL000250v2_alt	88.46	104	12	0	3697	3800	1066724	1066827	8.9e-42	168.0
HLA-A	chr6_GL000250v2_alt	86.36	110	15	0	4912	5021	1216171	1216280	1.3e-41	167.0
HLA-A	chr6_GL000250v2_alt	91.76	85	7	0	67	151	721902	721986	4.3e-36	149.0
HLA-A	chr6_GL000250v2_alt	92.86	84	4	1	214	295	1294817	1294734	1.7e-33	140.0
HLA-A	chr6_GL000250v2_alt	90.24	82	8	0	207	288	161561	161480	6.5e-33	138.0
HLA-A	chr6_GL000250v2_alt	94.37	71	4	0	296	366	1285220	1285150	4.4e-29	126.0
HLA-A	chr6_GL000250v2_alt	92.42	66	5	0	301	366	4111502	4111437	5.7e-25	112.0
HLA-A	chr6_GL000250v2_alt	92.42	66	5	0	301	366	2849577	2849512	5.7e-25	112.0
HLA-A	chr6_GL000250v2_alt	92.42	66	5	0	301	366	4046105	4046040	6.7e-25	112.0
HLA-A	chr6_GL000250v2_alt	92.31	65	5	0	301	365	2342678	2342614	2.4e-24	110.0
HLA-A	chr6_GL000250v2_alt	89.71	68	7	0	299	366	2836872	2836805	5.1e-24	109.0
HLA-A	chr6_GL000250v2_alt	86.96	69	9	0	298	366	959653	959585	5.7e-22	102.0
HLA-A	chr6_GL000250v2_alt	91.23	57	5	0	1	57	1056073	1056129	2.0e-20	97.0
HLA-A	chr6_GL000250v2_alt	88.33	60	7	0	301	360	2933914	2933855	2.4e-19	93.0
HLA-A	chr6_GL000250v2_alt	88.33	60	7	0	301	360	2007943	2007884	2.7e-19	93.0
HLA-A	chr6_GL000250v2_alt	88.14	59	7	0	300	358	20029	19971	5.8e-19	92.0
HLA-A	chr6_GL000250v2_alt	95.92	49	2	0	312	360	3478034	3477986	3.2e-17	86.0
HLA-A	chr6_GL000250v2_alt	90.57	53	5	0	312	364	88220	88168	1.2e-16	84.0
HLA-A	chr6_GL000250v2_alt	93.88	49	3	0	312	360	3137427	3137379	1.5e-16	84.0
HLA-A	chr6_GL000250v2_alt	91.84	49	4	0	312	360	2814301	2814253	9.9e-16	81.0
HLA-A	chr6_GL000250v2_alt	93.48	46	3	0	316	361	392159	392114	9.6e-15	78.0
HLA-A	chr6_GL000250v2_alt	86.05	43	6	0	3507	3549	1066517	1066559	7.7e-11	65.0
HLA-A	chr6_GL000250v2_alt	91.43	35	3	0	5332	5366	1068335	1068369	3.1e-09	60.0
HLA-A	chr6_GL000250v2_alt	94.12	17	1	0	4577	4593	1067616	1067632	1.5e+00	31.0
HLA-A	chr6_GL000250v2_alt	100.00	7	0	0	207	213	1490863	1490857	1.9e+05	14.0
HLA-A	chr6_GL000251v2_alt	98.88	6446	62	3	187	6625	1419865	1426307	0.0e+00	12390.0
HLA-A	chr6_GL000251v2_alt	98.27	1674	29	0	1748	3421	1421429	1423102	0.0e+00	3222.0
HLA-A	chr6_GL000251v2_alt	99.35	1390	9	0	355	1744	1420039	1421428	0.0e+00	2666.0
HLA-A	chr6_GL000251v2_alt	93.20	647	44	0	570	1216	1367444	1368090	0.0e+00	1118.0
HLA-A	chr6_GL000251v2_alt	92.87	589	42	0	4429	5017	1371298	1371886	1.2e-299	1024.0
HLA-A	chr6_GL000251v2_alt	91.68	481	40	0	2943	3423	1369808	1370288	1.1e-237	819.0
HLA-A	chr6_GL000251v2_alt	88.84	493	55	0	2301	2793	1485988	1486480	3.9e-227	784.0
HLA-A	chr6_GL000251v2_alt	91.74	460	38	0	3698	4157	2751576	2751117	2.4e-226	781.0
HLA-A	chr6_GL000251v2_alt	94.21	432	25	0	3995	4426	1370866	1371297	1.1e-224	775.0
HLA-A	chr6_GL000251v2_alt	84.70	536	82	0	2888	3423	1486582	1487117	1.3e-220	762.0
HLA-A	chr6_GL000251v2_alt	87.60	492	61	0	2314	2805	1969277	1969768	1.4e-219	759.0
HLA-A	chr6_GL000251v2_alt	85.86	502	71	0	2301	2802	1207321	1207822	7.3e-215	743.0
HLA-A	chr6_GL000251v2_alt	92.19	448	35	0	5460	5907	1372321	1372768	2.5e-213	738.0
HLA-A	chr6_GL000251v2_alt	89.62	453	47	0	2939	3391	2752344	2751892	3.1e-212	734.0
HLA-A	chr6_GL000251v2_alt	92.68	410	30	0	3801	4210	1312918	1313327	6.7e-207	716.0
HLA-A	chr6_GL000251v2_alt	89.79	431	44	0	2425	2855	2837389	2836959	2.7e-200	694.0
HLA-A	chr6_GL000251v2_alt	91.02	401	36	0	3753	4153	2836062	2835662	1.1e-193	672.0
HLA-A	chr6_GL000251v2_alt	89.03	383	42	0	5489	5871	1314572	1314954	1.0e-171	600.0
HLA-A	chr6_GL000251v2_alt	93.62	345	22	0	5524	5868	1489254	1489598	4.3e-170	594.0
HLA-A	chr6_GL000251v2_alt	90.65	321	30	0	2301	2621	2752991	2752671	4.1e-151	531.0
HLA-A	chr6_GL000251v2_alt	91.11	315	28	0	2981	3295	2836828	2836514	5.9e-149	524.0
HLA-A	chr6_GL000251v2_alt	93.62	298	19	0	5460	5757	1411030	1411327	2.1e-145	512.0
HLA-A	chr6_GL000251v2_alt	91.28	298	26	0	5924	6221	1412436	1412733	4.3e-136	481.0
HLA-A	chr6_GL000251v2_alt	88.14	253	30	0	4198	4450	2835626	2835374	3.2e-114	409.0
HLA-A	chr6_GL000251v2_alt	99.49	196	1	0	1	196	1419678	1419873	1.7e-106	383.0
HLA-A	chr6_GL000251v2_alt	93.05	187	13	0	1	187	1366848	1367034	2.8e-89	326.0
HLA-A	chr6_GL000251v2_alt	89.14	175	19	0	2631	2805	2752661	2752487	3.5e-75	279.0
HLA-A	chr6_GL000251v2_alt	91.11	135	12	0	66	200	3433655	3433521	2.9e-60	229.0
HLA-A	chr6_GL000251v2_alt	93.23	133	9	0	5241	5373	1410806	1410938	5.2e-60	228.0
HLA-A	chr6_GL000251v2_alt	91.11	135	12	0	66	200	1717240	1717106	8.2e-60	228.0
HLA-A	chr6_GL000251v2_alt	95.00	120	6	0	66	185	4153777	4153658	1.5e-57	220.0
HLA-A	chr6_GL000251v2_alt	92.00	125	10	0	66	190	1137356	1137480	1.0e-56	218.0
HLA-A	chr6_GL000251v2_alt	88.15	135	16	0	66	200	1689693	1689827	2.0e-55	213.0
HLA-A	chr6_GL000251v2_alt	92.62	122	9	0	64	185	851102	851223	2.2e-55	213.0
HLA-A	chr6_GL000251v2_alt	91.87	123	10	0	63	185	826231	826353	3.8e-55	212.0
HLA-A	chr6_GL000251v2_alt	92.44	119	9	0	63	181	4406468	4406350	4.2e-54	209.0
HLA-A	chr6_GL000251v2_alt	93.22	118	8	0	66	183	773972	773855	8.9e-54	208.0
HLA-A	chr6_GL000251v2_alt	91.67	120	10	0	66	185	2959309	2959190	2.4e-53	206.0
HLA-A	chr6_GL000251v2_alt	91.67	120	10	0	66	185	134011	133892	2.7e-53	206.0
HLA-A	chr6_GL000251v2_alt	91.67	120	10	0	66	185	1343805	1343924	2.7e-53	206.0
HLA-A	chr6_GL000251v2_alt	89.84	128	13	0	5056	5183	1314196	1314323	3.4e-53	206.0
HLA-A	chr6_GL000251v2_alt	90.00	120	12	0	66	185	1065639	1065758	1.5e-51	200.0
HLA-A	chr6_GL000251v2_alt	90.00	120	12	0	72	191	4290904	4290785	1.6e-51	200.0
HLA-A	chr6_GL000251v2_alt	90.00	120	12	0	66	185	1031784	1031903	3.3e-51	199.0
HLA-A	chr6_GL000251v2_alt	90.00	120	12	0	66	185	1383578	1383697	3.8e-51	199.0
HLA-A	chr6_GL000251v2_alt	88.24	119	14	0	65	183	1082197	1082315	1.2e-49	194.0
HLA-A	chr6_GL000251v2_alt	86.07	122	17	0	64	185	1146708	1146829	3.0e-47	186.0
HLA-A	chr6_GL000251v2_alt	85.83	120	17	0	66	185	1125351	1125470	3.5e-47	186.0
HLA-A	chr6_GL000251v2_alt	90.00	110	11	0	76	185	1346185	1346294	2.3e-46	183.0
HLA-A	chr6_GL000251v2_alt	90.74	108	10	0	66	173	1206142	1206249	9.4e-46	181.0
HLA-A	chr6_GL000251v2_alt	86.61	112	15	0	5071	5182	1210143	1210254	7.3e-41	165.0
HLA-A	chr6_GL000251v2_alt	88.89	99	11	0	4739	4837	1209810	1209908	2.9e-38	156.0
HLA-A	chr6_GL000251v2_alt	87.78	90	11	0	4937	5026	1210001	1210090	3.7e-33	139.0
HLA-A	chr6_GL000251v2_alt	74.02	127	33	0	6099	6225	2749288	2749162	2.9e-31	133.0
HLA-A	chr6_GL000251v2_alt	94.20	69	4	0	298	366	1506894	1506826	5.8e-28	122.0
HLA-A	chr6_GL000251v2_alt	91.30	69	6	0	298	366	4290672	4290604	2.2e-25	113.0
HLA-A	chr6_GL000251v2_alt	84.21	76	12	0	4839	4914	1209909	1209984	3.6e-25	113.0
HLA-A	chr6_GL000251v2_alt	92.42	66	5	0	301	366	4153539	4153474	6.7e-25	112.0
HLA-A	chr6_GL000251v2_alt	91.18	68	6	0	299	366	552792	552725	9.6e-25	111.0
HLA-A	chr6_GL000251v2_alt	91.94	62	5	0	1	62	1405363	1405424	1.9e-23	107.0
HLA-A	chr6_GL000251v2_alt	88.24	68	8	0	299	366	92902	92835	1.5e-22	104.0
HLA-A	chr6_GL000251v2_alt	87.88	66	8	0	301	366	4406227	4406162	1.8e-22	104.0
HLA-A	chr6_GL000251v2_alt	84.51	71	11	0	296	366	3070738	3070668	5.8e-21	99.0
HLA-A	chr6_GL000251v2_alt	95.56	45	2	0	5185	5229	1210256	1210300	1.1e-15	81.0
HLA-A	chr6_GL000251v2_alt	100.00	16	0	0	4918	4933	1209985	1210000	1.1e+00	31.0
HLA-A	chr6_GL000253v2_alt	97.09	3335	88	5	362	3690	1195164	1198495	0.0e+00	6188.0
HLA-A	chr6_GL000253v2_alt	97.33	2247	57	1	4379	6625	1199199	1201442	0.0e+00	4197.0
HLA-A	chr6_GL000253v2_alt	97.26	1169	32	0	1216	2384	1196017	1197185	0.0e+00	2172.0
HLA-A	chr6_GL000253v2_alt	96.92	1038	32	0	2386	3423	1197186	1198223	0.0e+00	1959.0
HLA-A	chr6_GL000253v2_alt	94.71	680	27	2	3697	4376	1198519	1199189	0.0e+00	1217.0
HLA-A	chr6_GL000253v2_alt	92.89	647	46	0	570	1216	1142480	1143126	0.0e+00	1112.0
HLA-A	chr6_GL000253v2_alt	91.02	657	59	0	424	1080	1052926	1053582	0.0e+00	1080.0
HLA-A	chr6_GL000253v2_alt	92.62	583	43	0	4429	5011	1146331	1146913	2.3e-295	1010.0
HLA-A	chr6_GL000253v2_alt	97.03	538	16	0	362	899	1195164	1195701	2.6e-290	993.0
HLA-A	chr6_GL000253v2_alt	95.97	496	20	0	3697	4192	1198519	1199014	1.9e-266	914.0
HLA-A	chr6_GL000253v2_alt	90.12	567	49	3	2301	2862	2581107	2580543	1.4e-263	905.0
HLA-A	chr6_GL000253v2_alt	92.72	481	35	0	2943	3423	1144841	1145321	2.0e-243	838.0
HLA-A	chr6_GL000253v2_alt	94.68	432	23	0	3995	4426	1145899	1146330	9.2e-227	782.0
HLA-A	chr6_GL000253v2_alt	91.23	456	40	0	3698	4153	2579696	2579241	3.2e-223	771.0
HLA-A	chr6_GL000253v2_alt	87.40	492	62	0	2314	2805	1799777	1800268	9.0e-219	756.0
HLA-A	chr6_GL000253v2_alt	88.01	492	45	4	2907	3391	2580496	2580012	7.2e-216	746.0
HLA-A	chr6_GL000253v2_alt	92.47	438	33	0	5460	5897	1147354	1147791	1.6e-209	725.0
HLA-A	chr6_GL000253v2_alt	91.27	401	35	0	3753	4153	2664314	2663914	6.1e-195	677.0
HLA-A	chr6_GL000253v2_alt	88.56	411	47	0	4826	5236	1185401	1185811	9.1e-186	646.0
HLA-A	chr6_GL000253v2_alt	90.05	392	39	0	2965	3356	2580438	2580047	1.7e-183	639.0
HLA-A	chr6_GL000253v2_alt	92.16	357	28	0	2939	3295	2665125	2664769	7.4e-176	613.0
HLA-A	chr6_GL000253v2_alt	93.62	345	22	0	5524	5868	1270600	1270944	4.3e-170	594.0
HLA-A	chr6_GL000253v2_alt	91.45	339	29	0	5489	5827	1093482	1093820	1.4e-159	559.0
HLA-A	chr6_GL000253v2_alt	92.21	321	25	0	2301	2621	2581107	2580787	1.3e-156	549.0
HLA-A	chr6_GL000253v2_alt	92.62	298	22	0	5460	5757	1186039	1186336	1.6e-142	503.0
HLA-A	chr6_GL000253v2_alt	91.92	297	24	0	5924	6220	1187446	1187742	1.5e-137	486.0
HLA-A	chr6_GL000253v2_alt	93.21	265	18	0	2425	2689	2665641	2665377	1.7e-130	463.0
HLA-A	chr6_GL000253v2_alt	87.59	266	33	0	4198	4463	2663878	2663613	5.8e-119	424.0
HLA-A	chr6_GL000253v2_alt	97.96	196	4	0	1	196	1194792	1194987	4.2e-103	372.0
HLA-A	chr6_GL000253v2_alt	91.98	187	15	0	1	187	1141886	1142072	1.2e-87	320.0
HLA-A	chr6_GL000253v2_alt	97.53	162	4	0	199	360	1194998	1195159	1.3e-82	303.0
HLA-A	chr6_GL000253v2_alt	90.29	175	17	0	2631	2805	2580777	2580603	9.7e-77	284.0
HLA-A	chr6_GL000253v2_alt	90.23	174	14	1	4562	4732	988432	988605	2.8e-76	282.0
HLA-A	chr6_GL000253v2_alt	86.36	176	23	1	4739	4914	988612	988786	1.6e-69	260.0
HLA-A	chr6_GL000253v2_alt	90.37	135	13	0	66	200	1548117	1547983	5.3e-59	225.0
HLA-A	chr6_GL000253v2_alt	92.00	125	10	0	66	190	916001	916125	1.0e-56	218.0
HLA-A	chr6_GL000253v2_alt	91.87	123	10	0	63	185	605243	605365	3.8e-55	212.0
HLA-A	chr6_GL000253v2_alt	86.57	134	18	0	66	199	1512219	1512352	8.9e-54	208.0
HLA-A	chr6_GL000253v2_alt	93.22	118	8	0	66	183	552957	552840	8.9e-54	208.0
HLA-A	chr6_GL000253v2_alt	92.44	119	9	0	67	185	4110025	4109907	1.4e-53	207.0
HLA-A	chr6_GL000253v2_alt	91.67	120	10	0	66	185	3831357	3831238	2.1e-53	206.0
HLA-A	chr6_GL000253v2_alt	90.83	120	11	0	66	185	2952118	2951999	6.9e-53	205.0
HLA-A	chr6_GL000253v2_alt	90.83	120	11	0	66	185	2592941	2592822	1.8e-52	203.0
HLA-A	chr6_GL000253v2_alt	89.52	124	13	0	77	200	3010703	3010580	4.2e-52	202.0
HLA-A	chr6_GL000253v2_alt	90.00	120	12	0	66	185	844343	844462	1.5e-51	200.0
HLA-A	chr6_GL000253v2_alt	90.00	120	12	0	72	191	4298058	4297939	1.6e-51	200.0
HLA-A	chr6_GL000253v2_alt	90.00	120	12	0	66	185	937121	937240	2.8e-51	199.0
HLA-A	chr6_GL000253v2_alt	84.09	132	21	0	4315	4446	2579057	2578926	2.6e-50	196.0
HLA-A	chr6_GL000253v2_alt	88.33	120	14	0	66	185	693610	693729	4.1e-50	196.0
HLA-A	chr6_GL000253v2_alt	90.00	120	12	0	66	185	642770	642889	4.5e-50	195.0
HLA-A	chr6_GL000253v2_alt	90.52	116	11	0	70	185	1121244	1121359	5.1e-50	195.0
HLA-A	chr6_GL000253v2_alt	89.17	120	13	0	66	185	917641	917760	5.2e-50	195.0
HLA-A	chr6_GL000253v2_alt	88.24	119	14	0	65	183	860898	861016	1.2e-49	194.0
HLA-A	chr6_GL000253v2_alt	88.33	120	14	0	66	185	1158608	1158727	1.6e-49	194.0
HLA-A	chr6_GL000253v2_alt	87.70	122	15	0	64	185	925354	925475	7.2e-49	191.0
HLA-A	chr6_GL000253v2_alt	90.74	108	10	0	66	173	810453	810560	8.3e-46	181.0
HLA-A	chr6_GL000253v2_alt	88.18	110	13	0	76	185	2634072	2633963	3.5e-44	176.0
HLA-A	chr6_GL000253v2_alt	88.89	108	12	0	3581	3688	2579830	2579723	3.7e-44	176.0
HLA-A	chr6_GL000253v2_alt	86.61	112	15	0	5071	5182	988945	989056	7.3e-41	165.0
